Market,Trade_ID,Entry_Time,Exit_Time,Strategy,Symbol,Signal_Type,Direction,Strike,Entry_Premium,Exit_Premium,Lot_Size,Multiplier,Premium_Change,Premium_Change_Pct,Gross_PnL,Entry_Cost,Exit_Cost,Total_Costs,Net_PnL,Net_PnL_Pct,Exit_Reason,Delta_at_Entry,IV_at_Entry,DTE_at_Entry,Entry_Reason,Spot_at_Entry,Result,Duration_Hours
EQUITY,Survivor_BANKNIFTY_153220,2026-02-16T15:32:20.830519,2026-02-16T15:32:25.149565,Survivor,BANKNIFTY,SELL_PE,SELL,60352.78571428571,220.06,124.72,15,1,-95.34,-43.32,1430.1,50.91,48.14,99.05,1331.03,40.32,TARGET_HIT,-0.2913,15.0,4,,,WIN,0.0
