symbol,signal_type,direction,entry_price,exit_price,sl,target,pnl,pnl_pct,exit_type,entry_time,exit_time,hold_bars,zone_quality,trigger_type,fake_breakout,reason
SOLUSDT,GHST_BE,SHORT,116.41,112.39,128.98892857142857,95.02582142857142,924.87,3.45,EXHAUST,2026-01-31 09:40:00,2026-01-31 14:15:00,55,2,bat,False,GHST_BE: BAT supply [116-129] V=2.4x Q=2
SOLUSDT,GHST_BE,SHORT,108.94,105.2,117.41178571428573,94.53796428571425,1281.22,3.43,EXHAUST,2026-01-31 15:20:00,2026-01-31 17:05:00,21,2,bat,False,GHST_BE: BAT supply [108-117] V=2.6x Q=2
SOLUSDT,GHST_BE,SHORT,87.295,90.92978571428571,90.92978571428571,81.1158642857143,-3073.79,-4.16,SL,2026-02-05 12:20:00,2026-02-05 14:35:00,27,3,bat,False,GHST_BE: BAT supply [84-91] V=2.4x Q=2
SOLUSDT,GHST_BE,SHORT,84.95,82.32,91.04764285714286,74.58400714285715,1239.73,3.1,EXHAUST,2026-02-05 15:45:00,2026-02-05 18:15:00,30,2,bat,False,GHST_BE: BAT supply [84-91] V=2.4x Q=2
SOLUSDT,GHST_BE,SHORT,79.7,76.48,82.32778571428572,75.23276428571428,3563.87,4.04,EXHAUST,2026-02-05 20:20:00,2026-02-06 00:05:00,45,3,bat,False,GHST_BE: BAT supply [78-82] V=2.8x Q=2
SOLUSDT,GHST_SE,LONG,77.04,79.63,67.01457142857143,94.08322857142859,756.23,3.36,EXHAUST,2026-02-06 01:05:00,2026-02-06 01:45:00,8,4,injection,False,GHST_SE: INJECTION demand [68-80] V=3.7x Q=4
SOLUSDT,GHST_BE,SHORT,77.18,82.35878571428572,82.35878571428572,68.3760642857143,-3069.36,-6.71,SL,2026-02-06 02:45:00,2026-02-06 13:00:00,123,2,bat,False,GHST_BE: BAT supply [78-82] V=2.8x Q=2
SOLUSDT,GHST_SE,LONG,80.64,83.64,67.43457142857143,103.08922857142856,661.7,3.72,EXHAUST,2026-02-11 07:20:00,2026-02-13 15:25:00,673,4,injection,False,GHST_SE: INJECTION demand [68-80] V=3.7x Q=4
SOLUSDT,GHST_SE,LONG,83.7,85.50485714285715,81.71771428571428,87.06988571428573,2467.26,2.16,SL,2026-02-20 12:05:00,2026-02-21 11:15:00,278,3,injection,False,GHST_SE: INJECTION demand [82-85] V=2.1x Q=3
SOLUSDT,GHST_SE,LONG,84.9,81.74528571428571,81.74528571428571,107.5385,-3104.41,-3.72,SL,2026-02-22 00:30:00,2026-02-23 00:55:00,293,4,injection,False,GHST_SE: INJECTION demand [82-85] V=2.1x Q=3
SOLUSDT,GHST_BE,SHORT,78.04,83.68885714285715,83.68885714285715,68.43694285714287,-3032.52,-7.24,SL,2026-02-23 02:15:00,2026-02-25 12:45:00,702,2,bat,False,GHST_BE: BAT supply [77-84] V=3.3x Q=2
SOLUSDT,GHST_BE,SHORT,80.22999999999999,83.63142857142857,83.63142857142857,74.4475714285714,-3030.28,-4.24,SL,2026-02-25 13:55:00,2026-02-25 14:00:00,1,2,bat,False,GHST_BE: BAT supply [77-84] V=3.3x Q=2
