symbol,signal_type,direction,entry_price,exit_price,sl,target,pnl,pnl_pct,exit_type,entry_time,exit_time,hold_bars,zone_quality,reason
SOLUSDT,GHST_BE,SHORT,127.31,130.3242857142857,130.3242857142857,124.16,-2978.97,-2.37,SL,2026-01-21 00:55:00,2026-01-21 15:05:00,170,4,GHST_BE: Supply zone retest [127-130] Q=3 RSI=78
SOLUSDT,GHST_BE,SHORT,129.52,127.63571428571433,130.46214285714285,127.63571428571433,1618.74,1.45,TARGET,2026-01-21 16:05:00,2026-01-21 16:35:00,6,3,GHST_BE: Supply zone retest [127-130] Q=3 RSI=50
SOLUSDT,GHST_BE,SHORT,131.02,128.61,133.58357142857142,125.8928571428572,2088.68,1.84,TIME,2026-01-21 20:00:00,2026-01-23 05:20:00,400,4,GHST_BE: Supply zone retest [131-133] Q=2 RSI=82
SOLUSDT,GHST_SE,LONG,128.39,127.85428571428572,127.85428571428572,129.4614285714285,-625.19,-0.42,SL,2026-01-23 06:35:00,2026-01-23 06:55:00,4,3,GHST_SE: Demand zone retest [128-132] Q=1 RSI=44
SOLUSDT,GHST_SE,LONG,128.21,129.19500000000002,127.7175,129.19500000000002,805.72,0.77,TARGET,2026-01-23 17:10:00,2026-01-23 17:25:00,3,1,GHST_SE: Demand zone retest [128-132] Q=1 RSI=45
SOLUSDT,GHST_SE,LONG,129.05,129.05,128.54964285714286,130.05071428571432,-120.84,0.0,SL,2026-01-23 18:25:00,2026-01-23 18:45:00,4,3,GHST_SE: Demand zone retest [129-132] Q=3 RSI=54
SOLUSDT,GHST_SE,LONG,122.83,121.06178571428572,121.06178571428572,126.36642857142856,-1858.96,-1.44,SL,2026-01-25 16:20:00,2026-01-25 18:10:00,22,6,GHST_SE: Demand zone retest [121-124] Q=4 RSI=12
SOLUSDT,GHST_SE,LONG,118.36,121.58214285714284,116.74892857142858,121.58214285714284,3145.58,2.72,TARGET,2026-01-25 20:05:00,2026-01-26 01:15:00,62,5,GHST_SE: Demand zone retest [117-119] Q=3 RSI=21
SOLUSDT,GHST_SE,LONG,121.92,121.11428571428571,121.11428571428571,122.8,-921.88,-0.66,SL,2026-01-26 02:20:00,2026-01-26 03:55:00,19,4,GHST_SE: Demand zone retest [121-124] Q=4 RSI=62
SOLUSDT,GHST_BE,SHORT,122.59,124.65571428571428,124.65571428571428,119.45,-2155.4,-1.69,SL,2026-01-26 04:55:00,2026-01-26 15:10:00,123,6,GHST_BE: Supply zone retest [123-124] Q=4 RSI=65
SOLUSDT,GHST_BE,SHORT,123.59,124.72928571428571,124.72928571428571,121.31142857142859,-1224.52,-0.92,SL,2026-01-26 16:15:00,2026-01-26 16:45:00,6,4,GHST_BE: Supply zone retest [123-124] Q=4 RSI=49
