S.No,Date,Strategy,Symbol,Signal_Type,Direction,Strike,Lot_Size,Entry_Time,Exit_Time,Entry_Price,Exit_Price,Capital_Used,PnL,PnL_Pct,Exit_Reason,Delta,IV,Status
75,2026-02-23,Survivor,BANKNIFTY,SELL_PE,SELL,60594.34285714286,30,2026-02-23T12:43:46.339999,2026-02-23T12:49:46.217799,240.83,194.65,7224.9,1280.1,17.72,TARGET_HIT,-0.3064,15.0,CLOSED
76,2026-02-23,Survivor,SENSEX,SELL_PE,SELL,82426.61714285715,20,2026-02-23T12:43:47.699091,2026-02-23T12:49:48.259578,295.5,260.01,5910.0,606.19,10.26,TARGET_HIT,-0.2975,15.0,CLOSED
77,2026-02-23,Survivor,BANKNIFTY,SELL_PE,SELL,60597.09285714286,30,2026-02-23T12:49:24.612217,2026-02-23T12:55:28.242546,240.7,199.55,7221.0,1129.09,15.64,TARGET_HIT,-0.3064,15.0,CLOSED
78,2026-02-23,Survivor,SENSEX,SELL_PE,SELL,82426.94714285716,20,2026-02-23T12:49:25.961327,2026-02-23T12:55:30.033243,295.51,273.91,5910.2,328.22,5.55,TARGET_HIT,-0.2975,15.0,CLOSED
79,2026-02-23,Survivor,BANKNIFTY,SELL_PE,SELL,60586.94285714286,30,2026-02-23T12:55:04.632918,2026-02-23T13:01:06.264884,240.31,207.47,7209.3,879.46,12.2,TARGET_HIT,-0.3062,15.0,CLOSED
80,2026-02-23,Survivor,SENSEX,SELL_PE,SELL,82368.75714285715,20,2026-02-23T12:55:06.152353,2026-02-23T13:01:08.211901,293.83,268.33,5876.6,406.37,6.92,TARGET_HIT,-0.297,15.0,CLOSED
81,2026-02-23,Survivor,BANKNIFTY,SELL_PE,SELL,60567.461428571434,30,2026-02-23T13:00:44.697099,2026-02-23T13:06:47.095904,246.08,195.63,7382.4,1407.84,19.07,TARGET_HIT,-0.313,15.0,CLOSED
82,2026-02-23,Survivor,BANKNIFTY,SELL_PE,SELL,60559.94285714286,30,2026-02-23T13:06:21.074633,2026-02-23T13:12:30.162216,238.76,186.9,7162.8,1450.42,20.25,TARGET_HIT,-0.3056,15.0,CLOSED
83,2026-02-23,Survivor,SENSEX,SELL_PE,SELL,82344.14714285715,20,2026-02-23T13:06:22.544490,2026-02-23T13:12:32.287186,293.18,248.69,5863.6,786.32,13.41,TARGET_HIT,-0.2967,15.0,CLOSED
84,2026-02-23,Survivor,BANKNIFTY,SELL_PE,SELL,60613.76142857143,30,2026-02-23T13:12:00.957705,2026-02-23T13:18:13.891867,248.71,223.0,7461.3,665.05,8.91,TARGET_HIT,-0.314,15.0,CLOSED
85,2026-02-23,Survivor,SENSEX,SELL_PE,SELL,82378.03714285715,20,2026-02-23T13:12:02.448532,2026-02-23T13:18:16.396248,294.01,267.2,5880.2,432.46,7.35,TARGET_HIT,-0.297,15.0,CLOSED
86,2026-02-23,Survivor,BANKNIFTY,SELL_PE,SELL,60515.41142857143,30,2026-02-23T13:17:48.948906,2026-02-23T13:23:56.193506,243.4,183.1,7302.0,1703.69,23.33,TARGET_HIT,-0.3119,15.0,CLOSED
87,2026-02-23,Survivor,BANKNIFTY,SELL_PE,SELL,60533.18857142857,30,2026-02-23T13:23:30.983642,2026-02-23T13:29:46.868842,236.94,177.35,7108.2,1682.75,23.67,TARGET_HIT,-0.3046,15.0,CLOSED
88,2026-02-23,Survivor,SENSEX,SELL_PE,SELL,82353.93714285715,20,2026-02-23T13:23:32.385947,2026-02-23T13:29:49.040286,293.46,241.7,5869.2,931.73,15.87,TARGET_HIT,-0.2968,15.0,CLOSED
89,2026-02-23,Survivor,BANKNIFTY,SELL_PE,SELL,60586.33857142857,30,2026-02-23T13:29:14.962829,2026-02-23T13:35:30.506402,239.96,204.62,7198.8,954.58,13.26,TARGET_HIT,-0.3059,15.0,CLOSED
90,2026-02-23,Survivor,SENSEX,SELL_PE,SELL,82417.60714285714,20,2026-02-23T13:29:16.625584,2026-02-23T13:35:32.820093,295.21,276.85,5904.2,263.34,4.46,TARGET_HIT,-0.2974,15.0,CLOSED
91,2026-02-23,Survivor,BANKNIFTY,SELL_PE,SELL,60553.53857142857,30,2026-02-23T13:35:04.789850,2026-02-23T13:41:20.001044,238.01,202.85,7140.3,949.27,13.29,TARGET_HIT,-0.3051,15.0,CLOSED
92,2026-02-23,Survivor,SENSEX,SELL_PE,SELL,82363.03714285715,20,2026-02-23T13:35:06.212508,2026-02-23T13:41:22.291303,293.67,273.72,5873.4,295.29,5.03,TARGET_HIT,-0.2969,15.0,CLOSED
93,2026-02-23,Survivor,BANKNIFTY,SELL_PE,SELL,60561.91142857143,30,2026-02-23T13:40:52.618853,2026-02-23T13:47:02.033274,245.57,185.38,7367.1,1700.28,23.08,TARGET_HIT,-0.3128,15.0,CLOSED
94,2026-02-23,Survivor,BANKNIFTY,SELL_PE,SELL,60578.43857142857,30,2026-02-23T13:46:40.118951,2026-02-23T13:52:49.428097,239.68,200.73,7190.4,1063.12,14.79,TARGET_HIT,-0.3057,15.0,CLOSED
95,2026-02-23,Survivor,SENSEX,SELL_PE,SELL,82406.36714285715,20,2026-02-23T13:46:41.466150,2026-02-23T13:52:51.362837,294.9,273.17,5898.0,330.82,5.61,TARGET_HIT,-0.2973,15.0,CLOSED
96,2026-02-23,Survivor,BANKNIFTY,SELL_PE,SELL,60550.73857142857,30,2026-02-23T13:52:15.609323,2026-02-23T13:58:35.695626,237.82,190.05,7134.6,1327.89,18.61,TARGET_HIT,-0.305,15.0,CLOSED
97,2026-02-23,Survivor,SENSEX,SELL_PE,SELL,82370.49714285714,20,2026-02-23T13:52:17.059360,2026-02-23T13:58:37.477431,293.87,272.71,5877.4,319.37,5.43,TARGET_HIT,-0.297,15.0,CLOSED
98,2026-02-23,Survivor,BANKNIFTY,SELL_PE,SELL,60554.48857142857,30,2026-02-23T13:58:10.716357,2026-02-23T14:04:29.999948,238.18,208.71,7145.4,778.42,10.89,TARGET_HIT,-0.3051,15.0,CLOSED
99,2026-02-23,Survivor,SENSEX,SELL_PE,SELL,82322.26714285715,20,2026-02-23T13:58:12.535682,2026-02-23T14:04:31.939017,292.57,283.28,5851.4,81.92,1.4,TARGET_HIT,-0.2965,15.0,CLOSED
100,2026-02-23,Survivor,BANKNIFTY,SELL_PE,SELL,60524.31142857143,30,2026-02-23T14:04:04.037650,2026-02-23T14:10:09.919334,243.72,194.95,7311.6,1357.66,18.57,TARGET_HIT,-0.3121,15.0,CLOSED
101,2026-02-23,Survivor,SENSEX,SELL_PE,SELL,82244.93714285715,20,2026-02-23T14:04:08.512584,2026-02-23T14:10:13.230029,290.71,247.65,5814.2,757.85,13.03,TARGET_HIT,-0.2959,15.0,CLOSED
102,2026-02-23,Survivor,BANKNIFTY,SELL_PE,SELL,60545.961428571434,30,2026-02-23T14:09:48.001182,2026-02-23T14:21:30.203580,244.97,198.74,7349.1,1281.25,17.43,TARGET_HIT,-0.3126,15.0,CLOSED
103,2026-02-23,Survivor,BANKNIFTY,SELL_PE,SELL,60551.81142857143,30,2026-02-23T14:20:57.459097,2026-02-23T14:27:37.174773,245.21,199.18,7356.3,1275.14,17.33,TARGET_HIT,-0.3127,15.0,CLOSED
104,2026-02-23,Survivor,BANKNIFTY,SELL_PE,SELL,60570.26142857143,30,2026-02-23T14:27:00.163664,2026-02-23T14:33:41.880422,246.19,182.36,7385.7,1809.57,24.5,TARGET_HIT,-0.313,15.0,CLOSED
105,2026-02-23,Survivor,BANKNIFTY,SELL_PE,SELL,60661.16142857143,30,2026-02-23T14:33:01.471880,2026-02-23T14:39:48.585805,251.4,205.25,7542.0,1278.5,16.95,TARGET_HIT,-0.315,15.0,CLOSED
106,2026-02-23,Survivor,SENSEX,SELL_PE,SELL,82478.69714285716,20,2026-02-23T14:33:03.448987,2026-02-23T14:39:51.234356,297.11,263.12,5942.2,576.09,9.69,TARGET_HIT,-0.298,15.0,CLOSED
107,2026-02-23,Survivor,BANKNIFTY,SELL_PE,SELL,60633.73857142857,30,2026-02-23T14:39:07.590932,2026-02-23T14:45:46.263103,242.35,202.23,7270.5,1097.96,15.1,TARGET_HIT,-0.3068,15.0,CLOSED
108,2026-02-23,Survivor,SENSEX,SELL_PE,SELL,82453.71714285715,20,2026-02-23T14:39:09.401535,2026-02-23T14:45:48.223199,296.33,265.4,5926.6,514.83,8.69,TARGET_HIT,-0.2978,15.0,CLOSED
109,2026-02-23,Survivor,BANKNIFTY,SELL_PE,SELL,60604.33857142857,30,2026-02-23T14:45:10.760170,2026-02-23T14:51:46.257849,240.9,181.66,7227.0,1672.05,23.14,TARGET_HIT,-0.3062,15.0,CLOSED
110,2026-02-23,Survivor,SENSEX,SELL_PE,SELL,82422.97714285715,20,2026-02-23T14:45:12.689163,2026-02-23T14:51:48.760249,295.39,243.92,5907.8,925.86,15.67,TARGET_HIT,-0.2975,15.0,CLOSED
111,2026-02-23,Survivor,BANKNIFTY,SELL_PE,SELL,60648.48857142857,30,2026-02-23T14:51:08.040764,2026-02-23T14:57:43.382020,243.53,193.87,7305.9,1384.27,18.95,TARGET_HIT,-0.3073,15.0,CLOSED
112,2026-02-23,Survivor,SENSEX,SELL_PE,SELL,82492.35714285714,20,2026-02-23T14:51:09.921371,2026-02-23T14:57:45.907972,297.48,268.82,5949.6,469.52,7.89,TARGET_HIT,-0.2982,15.0,CLOSED
113,2026-02-23,Survivor,BANKNIFTY,SELL_PE,SELL,60633.68857142857,30,2026-02-23T14:57:07.326971,2026-02-23T15:03:43.344170,242.7,173.98,7281.0,1956.51,26.87,TARGET_HIT,-0.3069,15.0,CLOSED
114,2026-02-23,Survivor,SENSEX,SELL_PE,SELL,82434.96714285715,20,2026-02-23T14:57:09.121726,2026-02-23T15:03:45.965413,295.75,223.93,5915.0,1333.14,22.54,TARGET_HIT,-0.2976,15.0,CLOSED
115,2026-02-23,Survivor,BANKNIFTY,SELL_PE,SELL,60702.38857142857,30,2026-02-23T15:03:06.434864,2026-02-23T15:09:50.495172,246.88,198.17,7406.4,1355.72,18.3,TARGET_HIT,-0.3086,15.0,CLOSED
116,2026-02-23,Survivor,SENSEX,SELL_PE,SELL,82554.27714285716,20,2026-02-23T15:03:08.238208,2026-02-23T15:09:53.188333,299.66,265.79,5993.2,573.57,9.57,TARGET_HIT,-0.2989,15.0,CLOSED
117,2026-02-23,Survivor,BANKNIFTY,SELL_PE,SELL,60683.83857142857,30,2026-02-23T15:09:06.773263,2026-02-23T15:15:59.995217,245.93,180.69,7377.9,1851.66,25.1,TARGET_HIT,-0.3082,15.0,CLOSED
