timestamp,strategy,symbol,signal_type,spot,strike,opt_type,entry_premium,target,sl,quality_score,dte,iv,vix,reason,wall_strike,wall_oi,max_pain,vwap,oi_confirmed,distance_pct
2026-03-09T12:20:15.660084,Max Pain Magnet,SENSEX,BUY_CE,77004.74,77000,CE,1023.4,1432.76,665.21,55,3,0.3578252036989817,23.81,"Max Pain: MP=77800, Spot=77005 (1.0% below) -> BUY_CE, DTE=3",,,77800.0,,,1.03
2026-03-09T12:23:15.755646,Max Pain Magnet,NIFTY,BUY_CE,23852.3,23850,CE,200.0,300.0,130.0,67,1,0.4088166666666666,23.8,"Max Pain: MP=24000, Spot=23852 (0.6% below) -> BUY_CE, DTE=1",,,24000.0,,,0.62
2026-03-09T12:23:15.755660,Max Pain Magnet,SENSEX,BUY_CE,77000.27,77000,CE,998.65,1398.11,649.12,55,3,0.3576373311432718,23.8,"Max Pain: MP=77700, Spot=77000 (0.9% below) -> BUY_CE, DTE=3",,,77700.0,,,0.91
2026-03-09T12:26:17.405950,Max Pain Magnet,NIFTY,BUY_CE,23850.1,23850,CE,199.45,299.17,129.64,71,1,0.2502333333333333,23.86,"Max Pain: MP=24000, Spot=23850 (0.6% below) -> BUY_CE, DTE=1",,,24000.0,,,0.63
2026-03-09T12:26:17.405973,Max Pain Magnet,SENSEX,BUY_CE,76967.85,77000,CE,999.65,1399.51,649.77,55,3,0.3569889063596843,23.86,"Max Pain: MP=77700, Spot=76968 (1.0% below) -> BUY_CE, DTE=3",,,77700.0,,,0.95
2026-03-09T12:29:17.494804,Max Pain Magnet,NIFTY,BUY_CE,23860.1,23850,CE,205.5,308.25,133.58,71,1,0.2502333333333333,23.91,"Max Pain: MP=24000, Spot=23860 (0.6% below) -> BUY_CE, DTE=1",,,24000.0,,,0.59
2026-03-09T12:29:17.494818,Max Pain Magnet,SENSEX,BUY_CE,76994.37,77000,CE,1035.5,1449.7,673.08,55,3,0.359253975251123,23.91,"Max Pain: MP=77700, Spot=76994 (0.9% below) -> BUY_CE, DTE=3",,,77700.0,,,0.92
2026-03-09T12:32:17.641593,Max Pain Magnet,NIFTY,BUY_CE,23860.1,23850,CE,208.1,312.15,135.27,67,1,0.3979833333333333,23.92,"Max Pain: MP=24000, Spot=23860 (0.6% below) -> BUY_CE, DTE=1",,,24000.0,,,0.59
2026-03-09T12:32:17.641609,Max Pain Magnet,SENSEX,BUY_CE,77002.89,77000,CE,1027.35,1438.29,667.78,55,3,0.3585153999707383,23.92,"Max Pain: MP=77700, Spot=77003 (0.9% below) -> BUY_CE, DTE=3",,,77700.0,,,0.91
2026-03-09T12:35:17.728819,Max Pain Magnet,NIFTY,BUY_CE,23869.75,23850,CE,209.5,314.25,136.18,67,1,0.3979833333333333,23.92,"Max Pain: MP=24000, Spot=23870 (0.5% below) -> BUY_CE, DTE=1",,,24000.0,,,0.55
2026-03-09T12:35:17.728834,Max Pain Magnet,SENSEX,BUY_CE,77030.5,77000,CE,1022.0,1430.8,664.3,55,3,0.360649561260836,23.92,"Max Pain: MP=77700, Spot=77030 (0.9% below) -> BUY_CE, DTE=3",,,77700.0,,,0.87
2026-03-09T12:38:17.816106,Max Pain Magnet,NIFTY,BUY_CE,23847.25,23850,CE,196.9,295.35,127.99,67,1,0.3975333333333333,23.92,"Max Pain: MP=24000, Spot=23847 (0.6% below) -> BUY_CE, DTE=1",,,24000.0,,,0.64
2026-03-09T12:38:17.816119,Max Pain Magnet,SENSEX,BUY_CE,76941.56,76900,CE,1070.45,1498.63,695.79,55,3,0.3639609890751766,23.92,"Max Pain: MP=77600, Spot=76942 (0.9% below) -> BUY_CE, DTE=3",,,77600.0,,,0.86
2026-03-09T12:40:21.662622,Max Pain Magnet,NIFTY,BUY_CE,23855.6,23850,CE,209.25,313.88,136.01,67,1,0.3968166666666666,23.93,"Max Pain: MP=24000, Spot=23856 (0.6% below) -> BUY_CE, DTE=1",,,24000.0,,,0.61
2026-03-09T12:40:21.662639,Max Pain Magnet,SENSEX,BUY_CE,76980.79,77000,CE,1054.0,1475.6,685.1,55,3,0.3620559344527425,23.93,"Max Pain: MP=77600, Spot=76981 (0.8% below) -> BUY_CE, DTE=3",,,77600.0,,,0.8
