entry_date,exit_date,trade_type,entry_spot,exit_spot,strike,entry_premium,exit_premium,quantity,pnl,strategy
2021-07-09 03:45:00,2021-07-13 03:45:00,BUY_CE,35071.94921875,35673.3984375,35100,251.64,558.31,30,9100.16,OI Wall Bouncer
2021-07-15 03:45:00,2021-07-19 03:45:00,BUY_PE,35907.6484375,35079.19921875,35900,248.29,779.78,30,15844.82,OI Wall Bouncer
2021-07-19 03:45:00,2021-07-20 03:45:00,BUY_CE,35079.19921875,34415.44921875,35100,169.58,3.56,30,-5080.47,OI Wall Bouncer
2021-08-17 03:45:00,2021-08-18 03:45:00,BUY_PE,35867.44921875,35554.5,35900,137.8,330.93,30,5693.76,OI Wall Bouncer
2021-10-21 03:45:00,2021-10-25 03:45:00,BUY_CE,40030.19921875,41192.3984375,40000,359.16,1158.81,30,23889.38,OI Wall Bouncer
2022-08-12 03:45:00,2022-08-17 03:45:00,BUY_CE,39042.30078125,39461.69921875,39000,285.28,446.68,30,4742.1,OI Wall Bouncer
2022-08-19 03:45:00,2022-08-22 03:45:00,BUY_PE,38985.94921875,38297.75,39000,260.79,675.17,30,12331.35,OI Wall Bouncer
2022-10-25 03:45:00,2022-10-27 03:45:00,BUY_CE,41122.75,41299.30078125,41100,223.76,252.2,30,753.19,OI Wall Bouncer
2022-10-28 03:45:00,2022-10-31 03:45:00,BUY_PE,40990.8515625,41307.8984375,41000,425.54,151.16,30,-8331.44,OI Wall Bouncer
2022-11-11 03:45:00,2022-11-14 03:45:00,BUY_CE,42137.05078125,42076.75,42100,357.45,181.5,30,-5378.36,OI Wall Bouncer
2022-11-14 03:45:00,2022-11-15 03:45:00,BUY_CE,42076.75,42372.69921875,42100,179.87,293.38,30,3305.42,OI Wall Bouncer
2022-11-24 03:45:00,2022-11-28 03:45:00,BUY_CE,43075.3984375,43020.44921875,43100,223.76,86.18,30,-4227.49,OI Wall Bouncer
2022-11-28 03:45:00,2022-11-30 03:45:00,BUY_CE,43020.44921875,43231.0,43000,132.1,227.23,30,2754.02,OI Wall Bouncer
2022-12-02 03:45:00,2022-12-06 03:45:00,BUY_CE,43103.75,43138.55078125,43100,195.61,93.15,30,-3173.85,OI Wall Bouncer
2022-12-06 03:45:00,2022-12-07 03:45:00,BUY_CE,43138.55078125,43098.69921875,43100,100.68,55.3,30,-1461.55,OI Wall Bouncer
2022-12-13 03:45:00,2022-12-14 03:45:00,BUY_PE,43946.55078125,44049.1015625,43900,49.37,8.67,30,-1321.05,OI Wall Bouncer
2022-12-27 03:45:00,2022-12-28 03:45:00,BUY_PE,42859.5,42827.69921875,42900,180.35,141.44,30,-1267.43,OI Wall Bouncer
