date,type,strike,spot,entry_premium,exit_premium,pnl,delta,gamma,iv,dte
2020-10-14,BUY_CE_GAMMA,11950,11971.05,85.3328264835427,125.78335726830565,962.9966092880294,0.5533202845286079,0.002153858809119122,29.29575876917524,0
2020-10-15,BUY_PE_GAMMA,11700,11680.35,87.93299269335512,263.79897808006535,4348.350472259089,-0.5320552730600756,0.0020137173739902263,32.29960020782002,0
2020-10-28,BUY_PE_GAMMA,11750,11729.6,66.1709293879685,198.5127881639055,3260.5193327810753,-0.548996387718979,0.0027955166844415647,23.068494152247325,0
2020-11-04,BUY_CE_GAMMA,11900,11908.5,59.90567811895289,128.41158019883915,1664.6987310206694,0.5332969484020869,0.0029124486497506784,21.899034662974078,0
2020-11-11,BUY_CE_GAMMA,12750,12749.15,69.9467090097969,107.19617960841018,883.1624311027093,0.5059802484215351,0.002298386170455314,26.00779115304706,0
2020-11-19,BUY_PE_GAMMA,12750,12771.7,49.524548662560846,86.54278327534375,877.6368084612906,-0.4351188526753369,0.0025822978984210887,22.803777466328757,0
2020-11-25,BUY_PE_GAMMA,12850,12858.4,51.43674732679119,154.31024198037358,2523.9944069979747,-0.467789134661873,0.002800568352990058,21.09622310855839,0
2021-01-06,BUY_PE_GAMMA,14150,14146.25,65.69311011846912,103.62682522171471,900.3217137046589,-0.5007090166743045,0.0024457640222706996,22.029261137364198,0
2021-01-13,BUY_PE_GAMMA,14550,14564.85,60.636399823170905,24.254559929268364,-957.5039523453531,-0.45748537833021585,0.002291885398262058,22.702940000725974,0
2021-01-21,BUY_PE_GAMMA,14600,14590.35,56.94840870076314,115.3477381506581,1412.0713811386147,-0.5191974524350536,0.0029805242219059134,17.506322053168688,0
2021-02-18,BUY_PE_GAMMA,15100,15118.95,101.38636270053848,170.578110119207,1681.326355932956,-0.46555663361128274,0.0014163008611270207,35.461466481079036,0
2021-02-24,BUY_CE_GAMMA,15000,14982.0,103.00027324496568,236.53080832373917,3289.775873553775,0.48161311156905057,0.0014395590890156121,35.301699790439365,0
2021-03-03,BUY_CE_GAMMA,15250,15245.6,103.02790427557647,193.9673887458975,2224.999262954581,0.5008252643611367,0.0015323439362115445,32.62532102878571,0
2021-03-17,BUY_PE_GAMMA,14700,14721.3,92.2345537922929,192.99288249343033,2470.6052856060323,-0.4598532063624291,0.0015249173472202282,33.7798346876388,0
