date,type,strike,spot,entry_premium,exit_premium,pnl,delta,iv,dte
2022-05-24,BUY_CE_GAMMA,62000,61987.0,1685.17,2009.29,291214.75,0.512,48.8,5
2022-05-26,BUY_CE_GAMMA,62000,61799.0,1586.57,1764.36,159554.05,0.494,48.6,5
2022-05-30,BUY_PE_GAMMA,62000,61901.0,1598.75,1857.11,232059.36,-0.496,27.7,13
2022-05-31,BUY_PE_GAMMA,61000,61124.0,1431.27,1735.96,273805.27,-0.474,28.2,12
2022-06-01,BUY_CE_GAMMA,61500,61590.0,1627.25,2644.43,914994.28,0.521,27.5,14
2022-06-02,BUY_CE_GAMMA,62500,62369.0,1515.91,2433.59,825470.76,0.498,28.1,13
2022-06-03,BUY_PE_GAMMA,61500,61660.0,1444.08,2298.61,768653.61,-0.47,28.5,12
2022-06-07,BUY_CE_GAMMA,62500,62280.0,1091.81,1609.95,465992.3,0.48,27.1,8
2022-06-09,BUY_PE_GAMMA,61500,61445.0,837.68,1102.59,238159.57,-0.504,21.5,6
2022-06-15,BUY_CE_GAMMA,61000,60869.0,781.3,1301.83,468225.71,0.482,24.8,5
2022-06-16,BUY_CE_GAMMA,61500,61505.0,839.28,937.45,88087.84,0.507,24.3,5
2022-06-17,BUY_PE_GAMMA,61000,60850.0,921.76,1393.49,424271.66,-0.521,24.8,5
2022-06-21,BUY_CE_GAMMA,61500,61295.0,750.28,855.02,94031.23,0.468,24.7,5
2022-06-22,BUY_PE_GAMMA,60500,60698.0,748.5,875.73,114265.12,-0.455,24.9,5
2022-06-23,BUY_PE_GAMMA,59500,59483.0,885.98,1381.39,445589.31,-0.495,26.3,5
2022-06-24,BUY_CE_GAMMA,60000,59755.0,762.8,842.04,71070.57,0.463,26.2,5
2022-06-27,BUY_PE_GAMMA,60000,60000.0,885.59,1300.37,373029.5,-0.492,26.4,5
2022-06-30,BUY_PE_GAMMA,58500,58509.0,1315.76,1704.45,349426.57,-0.486,25.0,13
2022-07-01,BUY_PE_GAMMA,58000,57800.0,1461.02,1860.29,358910.64,-0.51,25.1,14
