signal_time,exit_time,strategy,symbol,signal_type,strike,entry_premium,exit_premium,target,sl,entry_spot,exit_spot,exit_reason,pnl,lot_size,hold_bars,hold_minutes,iv,dte
2026-02-16 15:32:25.939870,2026-02-17 09:20:00,Survivor,BANKNIFTY,SELL_PE,60352.78571428571,220.06,353.77,44.01,330.09,60949.1,60583.05,SL_HIT,-4111.12,30,2,5,0.1866,4
2026-02-18 09:34:37.710830,2026-02-19 13:55:00,Survivor,SENSEX,SELL_PE,82981.16142857143,243.23,367.44,48.65,364.85,83437.64,82827.04,SL_HIT,-2564.19,20,128,1700,0.181,2
2026-02-18 09:34:37.710830,2026-02-19 14:40:00,Survivor,NIFTY,SELL_PE,25588.376785714285,78.18,127.09,15.64,117.28,25726.6,25518.25,SL_HIT,-3858.15,75,137,1745,0.1844,2
2026-02-18 09:34:37.710830,2026-02-19 15:10:00,Survivor,BANKNIFTY,SELL_PE,60873.23214285714,194.4,296.56,38.88,291.6,61210.95,60723.65,SL_HIT,-3164.75,30,143,1775,0.1913,2
2026-02-23 09:22:32.292836,2026-02-24 13:30:00,Survivor,BANKNIFTY,SELL_PE,60831.71142857144,261.75,405.09,52.35,392.62,61362.3,60839.7,SL_HIT,-4400.16,30,125,1685,0.1948,4
2026-02-23 09:39:42.222043,2026-02-24 09:20:00,Survivor,SENSEX,SELL_PE,82605.23714285715,301.46,453.87,60.29,452.19,83354.42,82762.48,SL_HIT,-3128.21,20,72,1420,0.1801,4
