timestamp,strategy,commodity,type,strike,premium,spot,reason
2026-02-18T15:32:05.027820,CPR,GOLDM,BUY_CE_CPR,152800,5263.667475408969,152760.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T15:32:05.027820,CPR,SILVERM,BUY_PE_CPR,239000,8915.953121559469,239001.0,Narrow CPR (0.038%) bearish breakout
2026-02-18T15:32:05.027820,Ghost Zone,SILVERM,BUY_CE_GTZ,239000,8916.952231544808,239001.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T15:32:05.027820,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T15:32:05.027820,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T15:37:25.672861,CPR,GOLDM,BUY_CE_CPR,152900,5291.327577717616,152907.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T15:37:25.672861,CPR,SILVERM,BUY_PE_CPR,240000,9057.06003949779,239786.0,Narrow CPR (0.038%) bearish breakout
2026-02-18T15:37:25.672861,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T15:37:25.672861,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T15:42:45.974234,CPR,GOLDM,BUY_CE_CPR,152900,5306.339160265946,152936.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T15:42:45.974234,CPR,SILVERM,BUY_PE_CPR,240500,9088.80583994188,240259.0,Narrow CPR (0.038%) bearish breakout
2026-02-18T15:42:45.974234,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T15:42:45.974234,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T15:48:05.524671,CPR,GOLDM,BUY_CE_CPR,152900,5287.708735669826,152900.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T15:48:05.524671,CPR,SILVERM,BUY_PE_CPR,240000,9007.23049582347,239889.0,Narrow CPR (0.038%) bearish breakout
2026-02-18T15:48:05.524671,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T15:48:05.524671,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T15:53:24.723353,CPR,GOLDM,BUY_CE_CPR,152900,5308.412155304562,152940.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T15:53:24.723353,CPR,SILVERM,BUY_PE_CPR,240000,8901.428248494827,240109.0,Narrow CPR (0.038%) bearish breakout
2026-02-18T15:53:24.723353,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T15:53:24.723353,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T15:58:42.946392,CPR,GOLDM,BUY_CE_CPR,152900,5274.799043677822,152875.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T15:58:42.946392,CPR,SILVERM,BUY_PE_CPR,240000,9021.241144093823,239860.0,Narrow CPR (0.038%) bearish breakout
2026-02-18T15:58:42.946392,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T15:58:42.946392,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T16:04:05.599168,CPR,GOLDM,BUY_CE_CPR,152900,5268.610575540706,152863.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T16:04:05.599168,CPR,SILVERM,BUY_PE_CPR,239500,8878.464858099029,239618.0,Narrow CPR (0.038%) bearish breakout
2026-02-18T16:04:05.599168,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T16:04:05.599168,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T16:09:24.580190,CPR,SILVERM,BUY_PE_CPR,239500,8977.958193627623,239411.0,Narrow CPR (0.038%) bearish breakout
2026-02-18T16:09:24.580190,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T16:09:24.580190,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T16:14:48.429694,CPR,GOLDM,BUY_PE_CPR,152600,5290.246249992553,152574.0,Narrow CPR (0.058%) bearish breakout
2026-02-18T16:14:48.429694,CPR,SILVERM,BUY_PE_CPR,239000,8899.613362957221,239035.0,Narrow CPR (0.038%) bearish breakout
2026-02-18T16:14:48.429694,Ghost Zone,SILVERM,BUY_CE_GTZ,239000,8934.582212444098,239035.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T16:14:48.429694,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T16:14:48.429694,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T16:20:11.242761,CPR,SILVERM,BUY_PE_CPR,239500,8983.26657006891,239400.0,Narrow CPR (0.038%) bearish breakout
2026-02-18T16:20:11.242761,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T16:20:11.242761,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T16:25:34.576960,CPR,GOLDM,BUY_CE_CPR,152700,5301.060469131056,152739.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T16:25:34.576960,CPR,SILVERM,BUY_PE_CPR,239500,8925.473165164127,239520.0,Narrow CPR (0.038%) bearish breakout
2026-02-18T16:25:34.576960,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T16:25:34.576960,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T16:30:55.258508,CPR,GOLDM,BUY_CE_CPR,152800,5277.061828262355,152786.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T16:30:55.258508,CPR,SILVERM,BUY_PE_CPR,240000,9033.331258752738,239835.0,Narrow CPR (0.038%) bearish breakout
2026-02-18T16:30:55.258508,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T16:30:55.258508,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T17:18:38.873121,CPR,SILVERM,BUY_PE_CPR,239500,8871.7632973836,239632.0,Narrow CPR (0.038%) bearish breakout
2026-02-18T17:18:38.873121,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T17:18:38.873121,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T17:24:00.500086,CPR,SILVERM,BUY_PE_CPR,239500,8997.7548866563,239370.0,Narrow CPR (0.038%) bearish breakout
2026-02-18T17:24:00.500086,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T17:24:00.500086,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T17:29:22.321778,CPR,SILVERM,BUY_PE_CPR,239000,9012.970270510914,238800.0,Narrow CPR (0.038%) bearish breakout
2026-02-18T17:29:22.321778,Ghost Zone,SILVERM,BUY_CE_GTZ,239000,8813.148273443037,238800.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T17:29:22.321778,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T17:29:22.321778,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T19:13:33.963479,CPR,GOLDM,BUY_CE_CPR,153900,5333.052502625462,153914.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T19:13:33.963479,CPR,SILVERM,BUY_CE_CPR,242500,9105.15872726513,242612.0,Narrow CPR (0.038%) bullish breakout
2026-02-18T19:13:33.963479,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T19:13:33.963479,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T19:19:02.907257,CPR,GOLDM,BUY_CE_CPR,154000,5312.08731846339,153966.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T19:19:02.907257,CPR,SILVERM,BUY_CE_CPR,242500,9072.94175510538,242550.0,Narrow CPR (0.038%) bullish breakout
2026-02-18T19:19:02.907257,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T19:19:02.907257,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T19:24:29.008971,CPR,GOLDM,BUY_CE_CPR,153900,5306.888496237427,153864.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T19:24:29.008971,CPR,SILVERM,BUY_CE_CPR,242000,8999.363652105329,241944.0,Narrow CPR (0.038%) bullish breakout
2026-02-18T19:24:29.008971,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T19:24:29.008971,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T19:29:55.620162,CPR,GOLDM,BUY_CE_CPR,154000,5322.03321186462,153985.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T19:29:55.620162,CPR,SILVERM,BUY_CE_CPR,243000,9026.846612077728,242925.0,Narrow CPR (0.038%) bullish breakout
2026-02-18T19:29:55.620162,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T19:29:55.620162,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T19:35:24.013283,CPR,GOLDM,BUY_CE_CPR,154200,5338.453929287179,154200.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T19:35:24.013283,CPR,SILVERM,BUY_CE_CPR,243500,9206.577650049538,243735.0,Narrow CPR (0.038%) bullish breakout
2026-02-18T19:35:24.013283,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T19:35:24.013283,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T19:40:52.250315,CPR,GOLDM,BUY_CE_CPR,154000,5329.894556655244,154000.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T19:40:52.250315,CPR,SILVERM,BUY_CE_CPR,243000,9033.567738023685,242938.0,Narrow CPR (0.038%) bullish breakout
2026-02-18T19:40:52.250315,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T19:40:52.250315,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T19:46:22.341119,CPR,GOLDM,BUY_CE_CPR,154200,5333.198507487598,154190.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T19:46:22.341119,CPR,SILVERM,BUY_CE_CPR,244000,9147.600666386295,244086.0,Narrow CPR (0.038%) bullish breakout
2026-02-18T19:46:22.341119,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T19:46:22.341119,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T19:51:55.939976,CPR,GOLDM,BUY_CE_CPR,154200,5312.737240938647,154151.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T19:51:55.939976,CPR,SILVERM,BUY_CE_CPR,244000,9006.370100469443,243813.0,Narrow CPR (0.038%) bullish breakout
2026-02-18T19:51:55.939976,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T19:51:55.939976,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T19:57:25.695566,CPR,GOLDM,BUY_CE_CPR,154200,5364.25823566309,154249.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T19:57:25.695566,CPR,SILVERM,BUY_CE_CPR,244000,9214.787750995603,244215.0,Narrow CPR (0.038%) bullish breakout
2026-02-18T19:57:25.695566,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T19:57:25.695566,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T20:02:59.288976,CPR,GOLDM,BUY_CE_CPR,154600,5339.500215507348,154568.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T20:02:59.288976,CPR,SILVERM,BUY_CE_CPR,245000,9016.407573715693,244760.0,Narrow CPR (0.038%) bullish breakout
2026-02-18T20:02:59.288976,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T20:02:59.288976,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T20:08:33.190116,CPR,GOLDM,BUY_CE_CPR,154800,5391.772788268888,154849.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T20:08:33.190116,CPR,SILVERM,BUY_CE_CPR,245500,9065.934319816512,245320.0,Narrow CPR (0.038%) bullish breakout
2026-02-18T20:08:33.190116,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T20:08:33.190116,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T20:14:07.664893,CPR,GOLDM,BUY_CE_CPR,154900,5352.016114611179,154865.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T20:14:07.664893,CPR,SILVERM,BUY_CE_CPR,245500,9107.713417450444,245401.0,Narrow CPR (0.038%) bullish breakout
2026-02-18T20:14:07.664893,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T20:14:07.664893,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T20:19:43.737962,CPR,GOLDM,BUY_CE_CPR,155000,5380.732447122173,155010.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T20:19:43.737962,CPR,SILVERM,BUY_CE_CPR,245000,9162.576560760552,245043.0,Narrow CPR (0.038%) bullish breakout
2026-02-18T20:19:43.737962,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T20:19:43.737962,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T20:25:19.938916,CPR,GOLDM,BUY_CE_CPR,155400,5418.521691395415,155443.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T20:25:19.938916,CPR,SILVERM,BUY_CE_CPR,246500,9214.905116538264,246536.0,Narrow CPR (0.038%) bullish breakout
2026-02-18T20:25:19.938916,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T20:25:19.938916,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T20:30:57.617841,CPR,GOLDM,BUY_CE_CPR,155400,5376.871265446743,155365.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T20:30:57.617841,CPR,SILVERM,BUY_CE_CPR,246000,9304.542001488911,246244.0,Narrow CPR (0.038%) bullish breakout
2026-02-18T20:30:57.617841,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T20:30:57.617841,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T20:36:35.376269,CPR,GOLDM,BUY_CE_CPR,155900,5395.919711944177,155851.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T20:36:35.376269,CPR,SILVERM,BUY_CE_CPR,247500,9122.013588041867,247284.0,Narrow CPR (0.038%) bullish breakout
2026-02-18T20:36:35.376269,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T20:36:35.376269,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T20:42:15.965653,CPR,GOLDM,BUY_CE_CPR,155300,5390.936366482814,155301.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T20:42:15.965653,CPR,SILVERM,BUY_CE_CPR,245500,9276.488452559672,245726.0,Narrow CPR (0.038%) bullish breakout
2026-02-18T20:42:15.966649,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T20:42:15.966649,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T20:47:56.433703,CPR,GOLDM,BUY_CE_CPR,155700,5390.99378673059,155662.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T20:47:56.433703,CPR,SILVERM,BUY_CE_CPR,247000,9209.710830932949,246990.0,Narrow CPR (0.038%) bullish breakout
2026-02-18T20:47:56.433703,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T20:47:56.433703,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T20:53:40.102083,CPR,GOLDM,BUY_CE_CPR,155700,5387.253311887817,155655.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T20:53:40.102083,CPR,SILVERM,BUY_CE_CPR,247000,9111.5947813999,246800.0,Narrow CPR (0.038%) bullish breakout
2026-02-18T20:53:40.102083,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T20:53:40.102083,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T20:59:19.384577,CPR,GOLDM,BUY_CE_CPR,155700,5403.2963287944485,155685.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T20:59:19.384577,CPR,SILVERM,BUY_CE_CPR,246500,9287.188990700764,246675.0,Narrow CPR (0.038%) bullish breakout
2026-02-18T20:59:19.384577,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T20:59:19.384577,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T21:04:59.831642,CPR,GOLDM,BUY_CE_CPR,155600,5395.30054303214,155580.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T21:04:59.831642,CPR,SILVERM,BUY_CE_CPR,245500,9115.462767389618,245416.0,Narrow CPR (0.038%) bullish breakout
2026-02-18T21:04:59.831642,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T21:04:59.831642,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T21:10:42.847745,CPR,GOLDM,BUY_CE_CPR,155500,5384.712354702534,155470.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T21:10:42.847745,CPR,SILVERM,BUY_CE_CPR,246000,9257.072975303938,246153.0,Narrow CPR (0.038%) bullish breakout
2026-02-18T21:10:42.847745,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T21:10:42.847745,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T21:16:23.587382,CPR,GOLDM,BUY_CE_CPR,155500,5388.980912580032,155478.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T21:16:23.587382,CPR,SILVERM,BUY_CE_CPR,246500,9100.665142537686,246315.0,Narrow CPR (0.038%) bullish breakout
2026-02-18T21:16:23.587382,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T21:16:23.587382,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T21:22:05.895672,CPR,GOLDM,BUY_CE_CPR,155500,5376.182160760713,155454.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T21:22:05.895672,CPR,SILVERM,BUY_CE_CPR,246000,9092.831120229404,245836.0,Narrow CPR (0.038%) bullish breakout
2026-02-18T21:22:05.895672,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
2026-02-18T21:22:05.895672,Ghost Zone,CRUDEOILM,BUY_CE_GTZ,5650,178.07150031182013,5670.0,Ghost Zone: Demand retest bounce=0.00x
2026-02-18T21:27:48.477985,CPR,GOLDM,BUY_CE_CPR,155400,5372.611836820151,155357.0,Narrow CPR (0.058%) bullish breakout
2026-02-18T21:27:48.477985,CPR,SILVERM,BUY_CE_CPR,245500,9107.196932766115,245400.0,Narrow CPR (0.038%) bullish breakout
2026-02-18T21:27:48.477985,CPR,CRUDEOILM,BUY_PE_CPR,5650,158.08930060503363,5670.0,Narrow CPR (0.111%) bearish breakout
