timestamp,strategy,commodity,type,strike,premium,spot,reason
2026-02-20T21:37:23.379796,CPR,GOLDM,BUY_CE_CPR,156500,5468.33210712285,156522.0,Narrow CPR (0.058%) bullish breakout
2026-02-20T21:37:23.379796,CPR,SILVERM,BUY_CE_CPR,254500,9419.21613955596,254354.0,Narrow CPR (0.038%) bullish breakout
2026-02-20T21:37:23.379796,CPR,CRUDEOILM,BUY_CE_CPR,5850,174.2292226397347,5847.0,Narrow CPR (0.111%) bullish breakout
2026-02-20T21:43:15.923575,CPR,GOLDM,BUY_CE_CPR,156600,5462.355544990841,156600.0,Narrow CPR (0.058%) bullish breakout
2026-02-20T21:43:15.923575,CPR,SILVERM,BUY_CE_CPR,255000,9414.676533848153,254809.0,Narrow CPR (0.038%) bullish breakout
2026-02-20T21:43:15.923575,CPR,CRUDEOILM,BUY_CE_CPR,5850,174.2292226397347,5847.0,Narrow CPR (0.111%) bullish breakout
2026-02-20T21:49:31.136860,CPR,GOLDM,BUY_CE_CPR,156600,5452.608451278084,156582.0,Narrow CPR (0.058%) bullish breakout
2026-02-20T21:49:31.136860,CPR,SILVERM,BUY_CE_CPR,255000,9418.282095752182,254816.0,Narrow CPR (0.038%) bullish breakout
2026-02-20T21:49:31.136860,CPR,CRUDEOILM,BUY_CE_CPR,5850,174.2292226397347,5847.0,Narrow CPR (0.111%) bullish breakout
2026-02-20T21:55:22.417642,CPR,GOLDM,BUY_CE_CPR,156600,5455.856201871416,156588.0,Narrow CPR (0.058%) bullish breakout
2026-02-20T21:55:22.418264,CPR,SILVERM,BUY_CE_CPR,254500,9597.10765726631,254697.0,Narrow CPR (0.038%) bullish breakout
2026-02-20T21:55:22.418264,CPR,CRUDEOILM,BUY_CE_CPR,5850,174.2292226397347,5847.0,Narrow CPR (0.111%) bullish breakout
